keyword,document_frequency,idf
pm,4,10.3111
pmh,1,11.2273
pn,1,11.2273
pne,1,11.2273
pneumatic,2,10.8218
pneumonia,1,11.2273
pneumonoultramicroscopicsilicovolcanoconiosis,1,11.2273
po,24,8.702
po2,1,11.2273
poach,5,10.1288
poached,5,10.1288
poachers,1,11.2273
poaching,5,10.1288
pocahontas,6,9.9746
pocatello,1,11.2273
pocket,13,9.2816
pockets,13,9.2816
pococurante,1,11.2273
pocono,1,11.2273
pocus,1,11.2273
pod,3,10.5342
podalirius,1,11.2273
podein,1,11.2273
podgorica,2,10.8218
podres,1,11.2273
poe,24,8.702
poehler,1,11.2273
poem,100,7.3071
poems,100,7.3071
poenaru,1,11.2273
poes,24,8.702
poet,99,7.317
poeta,1,11.2273
poetess,4,10.3111
poetesses,4,10.3111
poetic,6,9.9746
poetical,6,9.9746
poetics,6,9.9746
poetry,16,9.0875
poets,99,7.317
pogophilia,1,11.2273
poignant,2,10.8218
poin,1,11.2273
poindexter,1,11.2273
poinsett,1,11.2273
poinsettia,2,10.8218
poinsettias,2,10.8218
point,166,6.8054
pointe,166,6.8054
pointed,166,6.8054
pointer,3,10.5342
pointers,3,10.5342
pointillism,1,11.2273
pointless,1,11.2273
points,166,6.8054
pointy,1,11.2273
poiret,1,11.2273
poirot,5,10.1288
poirots,5,10.1288
poised,1,11.2273
poisin,1,11.2273
poison,64,7.7472
poisoned,64,7.7472
poisoning,64,7.7472
poisonous,64,7.7472
poisons,64,7.7472
poisson,3,10.5342
poitier,14,9.2126
poitiers,14,9.2126
pok,1,11.2273
pokemon,40,8.2076
poker,3,10.5342
pol,38,8.2575
pola,1,11.2273
poland,62,7.7784
polands,62,7.7784
polanski,4,10.3111
polanskis,4,10.3111
polar,28,8.5536
polaris,2,10.8218
polarity,28,8.5536
polarization,28,8.5536
pole,38,8.2575
poles,38,8.2575
poli,4,10.3111
police,97,7.3372
policeman,5,10.1288
policemen,1,11.2273
policies,13,9.2816
policing,97,7.3372
policy,13,9.2816
polio,2,10.8218
poliosis,1,11.2273
polis,4,10.3111
polish,29,8.5197
polished,29,8.5197
politburo,1,11.2273
polite,93,7.3788
politehnica,1,11.2273
politic,93,7.3788
political,93,7.3788
politically,93,7.3788
politician,44,8.1146
politicians,44,8.1146
politics,93,7.3788
polito,1,11.2273
polity,1,11.2273
polk,3,10.5342
polka,3,10.5342
poll,9,9.618
pollen,2,10.8218
pollie,6,9.9746
pollinated,4,10.3111
pollination,4,10.3111
pollinator,4,10.3111
pollini,1,11.2273
pollitical,1,11.2273
pollock,1,11.2273
pollover,1,11.2273
pollutant,8,9.7233
pollute,8,9.7233
pollution,8,9.7233
pollux,3,10.5342
polly,6,9.9746
pollyana,1,11.2273
polo,6,9.9746
polonium,3,10.5342
polska,1,11.2273
poltava,1,11.2273
poltergeist,9,9.618
poly,4,10.3111
polyester,2,10.8218
polygamous,1,11.2273
polygamy,1,11.2273
polyglot,1,11.2273
polygons,1,11.2273
polygraph,2,10.8218
polyjuice,4,10.3111
polynesia,1,11.2273
polynesian,2,10.8218
polynomial,2,10.8218
polyphemus,1,11.2273
polyphonic,1,11.2273
polytechnic,2,10.8218
polytechnique,1,11.2273
polythene,1,11.2273
polyvinyl,1,11.2273
pom,1,11.2273
pomegranates,1,11.2273
pomerania,1,11.2273
pomeranian,2,10.8218
pomeranians,2,10.8218
pomern,1,11.2273
pommes,1,11.2273
pomorze,1,11.2273
pompadour,2,10.8218
pompeii,1,11.2273
pompeja,1,11.2273
pompeo,1,11.2273
pompey,2,10.8218
pompeys,2,10.8218
pompous,2,10.8218
pon,2,10.8218
ponce,1,11.2273
ponch,1,11.2273
pond,6,9.9746
pong,7,9.8411
pongo,3,10.5342
pongos,3,10.5342
pongs,7,9.8411
ponies,3,10.5342
ponrepo,1,11.2273
pont,2,10.8218
ponte,2,10.8218
ponti,1,11.2273
pontiac,3,10.5342
pontic,1,11.2273
pontiff,1,11.2273
pontifical,1,11.2273
pontius,1,11.2273
pontoon,1,11.2273
pony,3,10.5342
ponyboy,2,10.8218
poo,2,10.8218
poodle,4,10.3111
poofs,1,11.2273
pooh,10,9.5227
poohs,10,9.5227
pooka,1,11.2273
pookie,2,10.8218
pooky,2,10.8218
pool,17,9.0304
pools,17,9.0304
poop,1,11.2273
poopeye,1,11.2273
poor,35,8.3375
poorboys,1,11.2273
poorest,6,9.9746
poorly,1,11.2273
poovie,1,11.2273
pop,142,6.9601
popcorn,15,9.1481
pope,142,6.9601
popes,142,6.9601
popeye,28,8.5536
popeyes,28,8.5536
popingo,1,11.2273
popinjay,1,11.2273
popocat,1,11.2273
poppa,2,10.8218
poppas,2,10.8218
popped,142,6.9601
poppie,10,9.5227
poppies,10,9.5227
popping,142,6.9601
poppins,2,10.8218
poppy,10,9.5227
popsitioning,1,11.2273
populace,1,11.2273
popular,952,5.0779
popularied,1,11.2273
popularised,1,11.2273
popularity,952,5.0779
popularize,952,5.0779
popularized,952,5.0779
popularizing,952,5.0779
popularly,4,10.3111
populate,104,7.2683
populated,104,7.2683
populates,104,7.2683
population,104,7.2683
populations,104,7.2683
populator,104,7.2683
populi,2,10.8218
populous,104,7.2683
popyes,1,11.2273
poquelin,1,11.2273
por,3,10.5342
porcelain,3,10.5342
porch,2,10.8218
porcroft,1,11.2273
porcupine,1,11.2273
pore,3,10.5342
pores,3,10.5342
porfry,1,11.2273
porgy,4,10.3111
pork,12,9.3557
porky,3,10.5342
porkys,3,10.5342
porlock,1,11.2273
porn,4,10.3111
pornographic,1,11.2273
pornography,1,11.2273
porous,1,11.2273
porphyrias,1,11.2273
porphyrophobia,1,11.2273
porpoise,3,10.5342
porpoises,3,10.5342
porsche,3,10.5342
port,42,8.16
porta,1,11.2273
portable,1,11.2273
portal,1,11.2273
portentosa,1,11.2273
porter,10,9.5227
porters,10,9.5227
portholes,1,11.2273
portia,3,10.5342
portion,7,9.8411
portland,12,9.3557
portman,4,10.3111
portmans,4,10.3111
portmanteau,1,11.2273
portmore,1,11.2273
portnoy,1,11.2273
porto,2,10.8218
portofino,1,11.2273
portrait,20,8.8763
portraits,20,8.8763
portray,534,5.6478
portrayal,31,8.4552
portrayd,1,11.2273
portrayed,534,5.6478
portrayer,31,8.4552
portraying,534,5.6478
portrays,534,5.6478
ports,42,8.16
portsmouth,1,11.2273
portugal,40,8.2076
portugals,40,8.2076
portuguese,38,8.2575
portunes,1,11.2273
porygon,1,11.2273
porygon2,1,11.2273
pos,24,8.702
pose,10,9.5227
posed,10,9.5227
poseidon,22,8.7853
poseidonia,1,11.2273
poseidons,22,8.7853
poses,10,9.5227
posey,2,10.8218
posh,1,11.2273
posing,10,9.5227
posited,94,7.3682
position,94,7.3682
positioned,94,7.3682
positioning,94,7.3682
positions,94,7.3682
posititron,1,11.2273
positive,94,7.3682
positively,94,7.3682
positronic,1,11.2273
posse,2,10.8218
posses,2,10.8218
possess,56,7.8784
possessed,56,7.8784
possesses,56,7.8784
possessing,56,7.8784
possession,56,7.8784
possessions,56,7.8784
possibilities,47,8.0501
possibility,47,8.0501
possible,47,8.0501
possibly,10,9.5227
possum,3,10.5342
possums,3,10.5342
post,33,8.3947
postage,6,9.9746
postal,9,9.618
postcard,3,10.5342
postcards,3,10.5342
posted,33,8.3947
poster,10,9.5227
posters,10,9.5227
postgame,1,11.2273
posthumos,1,11.2273
posthumous,8,9.7233
posthumously,8,9.7233
postman,4,10.3111
postmaster,6,9.9746
poston,1,11.2273
postpone,1,11.2273
postpositions,1,11.2273
postseason,2,10.8218
postulated,4,10.3111
postulates,4,10.3111
posture,3,10.5342
postures,3,10.5342
postwar,2,10.8218
posy,1,11.2273
pot,9,9.618
potala,2,10.8218
potassium,8,9.7233
potato,32,8.4245
potatoes,32,8.4245
potemkin,4,10.3111
potent,1,11.2273
potential,5,10.1288
potentially,5,10.1288
potion,26,8.6251
potions,26,8.6251
potomac,1,11.2273
potophobia,1,11.2273
potosi,1,11.2273
potpourri,1,11.2273
pots,9,9.618
potsie,1,11.2273
potter,386,5.969
potters,386,5.969
pottersville,1,11.2273
pottery,4,10.3111
potts,2,10.8218
pouch,6,9.9746
poultry,2,10.8218
pouncing,1,11.2273
pound,50,7.9895
pounded,50,7.9895
pounds,50,7.9895
pour,11,9.4357
poured,11,9.4357
poverty,3,10.5342
povich,1,11.2273
povidone,1,11.2273
pow,4,10.3111
powder,7,9.8411
powdered,7,9.8411
powderpuff,1,11.2273
powell,12,9.3557
powells,12,9.3557
power,234,6.4651
powered,234,6.4651
powerful,234,6.4651
powering,234,6.4651
powerman5000,1,11.2273
powerpuff,2,10.8218
powers,234,6.4651
powerslave,1,11.2273
powertrip,1,11.2273
powerwagon,1,11.2273
powis,1,11.2273
pows,4,10.3111
powter,1,11.2273
powys,1,11.2273
pox,1,11.2273
pozharskij,1,11.2273
poznan,1,11.2273
pozole,1,11.2273
pozzi,1,11.2273
pp,2,10.8218
ppk,1,11.2273
ppv,2,10.8218
pr,8,9.7233
prabhupada,1,11.2273
practical,65,7.7319
practically,65,7.7319
practice,65,7.7319
practiced,65,7.7319
practices,65,7.7319
practicing,65,7.7319
practise,3,10.5342
practised,3,10.5342
practising,3,10.5342
practitioner,7,9.8411
practitioners,7,9.8411
prada,1,11.2273
pradesh,1,11.2273
prado,1,11.2273
praetor,1,11.2273
praetorians,1,11.2273
pragmatic,1,11.2273
prague,18,8.9763
praia,4,10.3111
prairie,18,8.9763
praised,1,11.2273
prakazrel,1,11.2273
prana,1,11.2273
pranahara,1,11.2273
pranayama,1,11.2273
prancing,1,11.2273
prandial,2,10.8218
prank,5,10.1288
pranks,5,10.1288
prankster,2,10.8218
pras,1,11.2273
pratchett,14,9.2126
pratchetts,14,9.2126
prater,1,11.2273
pratt,3,10.5342
prawns,1,11.2273
pray,15,9.1481
prayed,15,9.1481
prayer,22,8.7853
prayers,22,8.7853
praying,15,9.1481
prays,15,9.1481
prca,1,11.2273
pre,15,9.1481
preach,6,9.9746
preached,6,9.9746
preacher,7,9.8411
preachers,7,9.8411
preaches,6,9.9746
preaching,6,9.9746
prebiotic,1,11.2273
prebuilt,1,11.2273
precambrian,5,10.1288
precarious,1,11.2273
precautionary,1,11.2273
preceded,8,9.7233
precedent,8,9.7233
precedes,8,9.7233
precinct,1,11.2273
precious,10,9.5227
precipitated,2,10.8218
precipitation,2,10.8218
precise,4,10.3111
precisely,4,10.3111
precision,4,10.3111
precocious,2,10.8218
precognition,1,11.2273
preconscious,1,11.2273
precursor,6,9.9746
predator,25,8.6628
predators,25,8.6628
predatory,5,10.1288
predecessor,8,9.7233
predicaments,1,11.2273
predicate,2,10.8218
predicator,2,10.8218
predict,19,8.925
predictable,19,8.925
predicted,19,8.925
predicting,19,8.925
prediction,19,8.925
predicts,19,8.925
predisposed,1,11.2273
predominant,15,9.1481
predominantly,6,9.9746
predominated,15,9.1481
predominating,15,9.1481
preeclampsia,1,11.2273
preface,2,10.8218
prefect,4,10.3111
prefecture,1,11.2273
prefer,22,8.7853
preference,22,8.7853
preferred,22,8.7853
prefix,20,8.8763
prefixes,20,8.8763
preform,2,10.8218
pregnancies,22,8.7853
pregnancy,22,8.7853
pregnant,27,8.5887
prehensile,1,11.2273
prehistoric,5,10.1288
prehysterical,1,11.2273
prejudice,7,9.8411
prejudiced,1,11.2273
preliminary,1,11.2273
prelude,3,10.5342
premarital,1,11.2273
premature,2,10.8218
premeired,1,11.2273
premiata,1,11.2273
premier,36,8.3102
premiere,25,8.6628
premiered,36,8.3102
premiership,6,9.9746
premise,3,10.5342
premium,3,10.5342
premolars,1,11.2273
premonitions,1,11.2273
prentiss,1,11.2273
preoccupation,1,11.2273
prep,1,11.2273
preparation,97,7.3372
prepare,97,7.3372
prepared,97,7.3372
prepares,97,7.3372
preparing,97,7.3372
prequel,1,11.2273
prerogative,1,11.2273
presbycusis,1,11.2273
presbyterian,2,10.8218
prescibes,1,11.2273
prescient,2,10.8218
prescott,1,11.2273
prescribable,5,10.1288
prescribe,5,10.1288
prescribed,5,10.1288
prescribing,5,10.1288
prescription,10,9.5227
prescriptions,10,9.5227
preseason,1,11.2273
presence,11,9.4357
present,107,7.2402
presentation,107,7.2402
presented,107,7.2402
presenter,107,7.2402
presenting,107,7.2402
presently,107,7.2402
presents,107,7.2402
preservation,19,8.925
preservative,19,8.925
preserve,19,8.925
preserved,19,8.925
preserver,19,8.925
preserving,19,8.925
preside,652,5.4506
presided,652,5.4506
presidency,652,5.4506
president,652,5.4506
presidential,45,8.0926
presidents,652,5.4506
presiding,652,5.4506
preslav,1,11.2273
presley,58,7.8439
presleys,58,7.8439
press,22,8.7853
pressburg,1,11.2273
pressed,22,8.7853
pressing,22,8.7853
pressmans,1,11.2273
pressure,26,8.6251
prestige,4,10.3111
prestiges,4,10.3111
prestigious,12,9.3557
preston,7,9.8411
prestons,7,9.8411
prestwick,1,11.2273
presumably,9,9.618
presume,9,9.618
presumed,9,9.618
presumptive,1,11.2273
preta,1,11.2273
pretend,17,9.0304
pretended,17,9.0304
pretenders,17,9.0304
pretending,17,9.0304
pretends,17,9.0304
pretoria,2,10.8218
prettiest,2,10.8218
pretty,65,7.7319
prevailed,4,10.3111
prevailing,4,10.3111
prevalent,4,10.3111
prevent,30,8.487
preventable,30,8.487
prevented,30,8.487
preventing,30,8.487
prevention,30,8.487
prevents,30,8.487
preview,1,11.2273
previous,27,8.5887
previously,27,8.5887
prewitt,1,11.2273
prey,13,9.2816
preyed,13,9.2816
preying,13,9.2816
preys,13,9.2816
prez,1,11.2273
priam,1,11.2273
price,31,8.4552
priceless,1,11.2273
prices,31,8.4552
pricey,3,10.5342
priciest,4,10.3111
pricked,1,11.2273
pride,20,8.8763
priest,42,8.16
priestess,2,10.8218
priests,42,8.16
prim,77,7.5651
prima,11,9.4357
primal,2,10.8218
primarily,31,8.4552
primary,29,8.5197
primas,11,9.4357
primate,7,9.8411
primates,7,9.8411
primavera,1,11.2273
prime,77,7.5651
primetime,6,9.9746
primitive,3,10.5342
primordial,1,11.2273
prince,198,6.6307
princes,198,6.6307
princess,117,7.1518
princesses,117,7.1518
princeton,7,9.8411
principal,32,8.4245
principality,32,8.4245
principals,32,8.4245
principe,32,8.4245
principia,2,10.8218
principle,21,8.8298
principles,21,8.8298
prins,1,11.2273
print,18,8.9763
printed,18,8.9763
printer,5,10.1288
printers,5,10.1288
printing,18,8.9763
printmaker,3,10.5342
printmaking,3,10.5342
prints,18,8.9763
prinze,1,11.2273
prion,1,11.2273
prior,46,8.0711
priority,1,11.2273
priory,1,11.2273
priscilla,3,10.5342
prism,4,10.3111
prisms,4,10.3111
prison,75,7.591
prisoner,75,7.591
prisoners,75,7.591
pristina,2,10.8218
prithee,1,11.2273
pritzker,1,11.2273
privacy,1,11.2273
private,45,8.0926
privateer,45,8.0926
privateers,45,8.0926
privately,45,8.0926
privates,45,8.0926
privet,3,10.5342
privilege,6,9.9746
privileged,6,9.9746
privileges,6,9.9746
prix,4,10.3111
prize,107,7.2402
prized,107,7.2402
prizes,107,7.2402
prn,1,11.2273
pro,49,8.0093
probability,59,7.8271
probable,59,7.8271
probably,59,7.8271
probat,1,11.2273
probationary,1,11.2273
probe,8,9.7233
probes,8,9.7233
problem,57,7.861
problems,57,7.861
proboscis,1,11.2273
procedural,22,8.7853
procedurals,22,8.7853
procedure,22,8.7853
procedures,22,8.7853
proceed,2,10.8218
process,55,7.8961
processed,55,7.8961
processes,55,7.8961
processing,55,7.8961
procession,55,7.8961
processor,4,10.3111
processors,4,10.3111
procima,1,11.2273
proclaim,18,8.9763
proclaimed,18,8.9763
proclaimers,18,8.9763
proclaiming,18,8.9763
proclaims,18,8.9763
proclamation,3,10.5342
proclamations,3,10.5342
procol,2,10.8218
procrastinators,1,11.2273
procter,1,11.2273
proctologist,1,11.2273
proctor,2,10.8218
proctors,2,10.8218
procyon,1,11.2273
prodigal,2,10.8218
prodigy,2,10.8218
produce,340,6.0947
produced,340,6.0947
producer,340,6.0947
producers,340,6.0947
produces,340,6.0947
producing,340,6.0947
product,147,6.9259
production,147,6.9259
productions,147,6.9259
productive,147,6.9259
products,147,6.9259
prof,1,11.2273
professed,57,7.861
profession,57,7.861
professional,126,7.0785
professionally,126,7.0785
professionals,126,7.0785
professions,57,7.861
professor,62,7.7784
professors,62,7.7784
profetas,1,11.2273
proficient,1,11.2273
profile,7,9.8411
profiled,7,9.8411
profilers,7,9.8411
profiles,7,9.8411
profit,6,9.9746
profitable,6,9.9746
profits,6,9.9746
profundis,1,11.2273
progenitor,1,11.2273
progesterone,2,10.8218
program,109,7.2219
programmable,8,9.7233
programme,8,9.7233
programmed,109,7.2219
programmer,8,9.7233
programming,109,7.2219
programs,109,7.2219
progress,27,8.5887
progression,27,8.5887
progressive,27,8.5887
progressively,27,8.5887
progresso,1,11.2273
prohibit,11,9.4357
prohibited,11,9.4357
prohibition,11,9.4357
prohibits,11,9.4357
project,64,7.7472
projecting,64,7.7472
projection,64,7.7472
projectionist,1,11.2273
projections,64,7.7472
projectors,1,11.2273
projects,64,7.7472
projekt,1,11.2273
prokaryotic,1,11.2273
prokhorovka,1,11.2273
prokne,1,11.2273
prolific,8,9.7233
prolog,1,11.2273
prologue,1,11.2273
prom,10,9.5227
promenade,1,11.2273
prometea,1,11.2273
promethean,2,10.8218
prometheus,6,9.9746
prominence,56,7.8784
prominences,56,7.8784
prominent,56,7.8784
prominently,56,7.8784
promiscuous,2,10.8218
promise,17,9.0304
promised,17,9.0304
promises,17,9.0304
promising,17,9.0304
promote,27,8.5887
promoted,27,8.5887
promoter,27,8.5887
promotes,27,8.5887
promoting,27,8.5887
promotion,27,8.5887
promotional,27,8.5887
prompted,4,10.3111
promptly,1,11.2273
prone,3,10.5342
prong,1,11.2273
pronoun,1,11.2273
pronounce,13,9.2816
pronounced,13,9.2816
pronounces,13,9.2816
prontosil,1,11.2273
pronunciations,1,11.2273
proof,14,9.2126
prop,9,9.618
propaganda,4,10.3111
propane,1,11.2273
prope,9,9.618
propecia,1,11.2273
propel,3,10.5342
propellants,3,10.5342
propeller,3,10.5342
proper,26,8.6251
properly,4,10.3111
properties,40,8.2076
property,40,8.2076
prophecy,17,9.0304
prophesies,1,11.2273
prophet,17,9.0304
prophets,17,9.0304
prophetz,1,11.2273
proponent,1,11.2273
proportion,7,9.8411
proportional,7,9.8411
proportione,1,11.2273
proportions,7,9.8411
propos,1,11.2273
proposal,26,8.6251
proposals,26,8.6251
propose,26,8.6251
proposed,26,8.6251
proposes,26,8.6251
proposing,26,8.6251
proposition,2,10.8218
propositions,2,10.8218
propre,1,11.2273
proprietor,4,10.3111
props,9,9.618
propulsion,1,11.2273
pros,49,8.0093
proscription,1,11.2273
prose,2,10.8218
prosecuted,4,10.3111
prosecution,4,10.3111
prosecutor,5,10.1288
prosimian,1,11.2273
prosopagnosia,1,11.2273
prospect,2,10.8218
prospector,2,10.8218
prospectors,2,10.8218
prospects,2,10.8218
prospekt,2,10.8218
prosperity,1,11.2273
prospero,1,11.2273
prostate,4,10.3111
prosthetic,1,11.2273
prostho,1,11.2273
prostitute,23,8.7428
prostitutes,23,8.7428
prostitution,23,8.7428
protactinium,1,11.2273
protagonist,74,7.6043
protagonists,74,7.6043
protect,76,7.578
protected,76,7.578
protecting,76,7.578
protection,76,7.578
protectionism,1,11.2273
protective,76,7.578
protector,9,9.618
protectors,9,9.618
protects,76,7.578
protege,3,10.5342
protein,26,8.6251
proteins,26,8.6251
protest,30,8.487
protestant,30,8.487
protestantism,5,10.1288
protestants,30,8.487
protested,30,8.487
protester,30,8.487
protesters,30,8.487
protesting,30,8.487
protests,30,8.487
proteus,1,11.2273
prothalamion,1,11.2273
proto,3,10.5342
protoceratops,3,10.5342
protocol,8,9.7233
proton,8,9.7233
protons,8,9.7233
protopopovs,2,10.8218
prototype,6,9.9746
protozoan,1,11.2273
protozoic,1,11.2273
protozoology,1,11.2273
protracted,1,11.2273
protuberances,1,11.2273
proud,19,8.925
proudhon,1,11.2273
proudly,3,10.5342
prove,34,8.3657
proved,34,8.3657
provehito,1,11.2273
proven,11,9.4357
proverb,41,8.1835
proverbial,2,10.8218
proverbs,41,8.1835
proves,34,8.3657
provide,66,7.7169
provided,66,7.7169
providence,66,7.7169
provider,66,7.7169
providers,66,7.7169
provides,66,7.7169
providing,66,7.7169
province,40,8.2076
provinces,40,8.2076
provincial,3,10.5342
provinciales,1,11.2273
proving,34,8.3657
provisional,1,11.2273
provisions,1,11.2273
provo,3,10.5342
provocative,3,10.5342
provoke,3,10.5342
provoked,3,10.5342
provoking,3,10.5342
proxima,2,10.8218
proximity,1,11.2273
proxy,1,11.2273
prozac,4,10.3111
prudence,2,10.8218
prudential,1,11.2273
prudhoe,1,11.2273
prudish,1,11.2273
prue,7,9.8411
prune,4,10.3111
prunes,4,10.3111
prunus,3,10.5342
prussia,8,9.7233
prussian,4,10.3111
prynne,1,11.2273
ps1,1,11.2273
ps2,5,10.1288
psalm,12,9.3557
psalms,12,9.3557
psephology,1,11.2273
pseudo,2,10.8218
pseudonym,18,8.9763
pseudonyms,18,8.9763
psh,1,11.2273
psi,3,10.5342
psocids,1,11.2273
psoriasis,1,11.2273
psp,1,11.2273
psr,1,11.2273
psr0031,1,11.2273
psv,1,11.2273
psych,3,10.5342
psyche,3,10.5342
psychedelia,1,11.2273
psychedelic,13,9.2816
psychiatric,5,10.1288
psychiatrist,12,9.3557
psychiatry,1,11.2273
psychic,11,9.4357
psycho,9,9.618
psychoactive,1,11.2273
psychoanalysis,1,11.2273
psychoanalytic,3,10.5342
psychological,15,9.1481
psychologist,13,9.2816
psychologists,13,9.2816
psychology,15,9.1481
psychopath,4,10.3111
psychopathic,4,10.3111
psychopaths,4,10.3111
psychosexual,1,11.2273
psychosis,3,10.5342
psychosomatic,1,11.2273
psychotic,3,10.5342
psychoticism,1,11.2273
psychotics,3,10.5342
psyduck,1,11.2273
pt,8,9.7233
pterodactyl,2,10.8218
pterodactyls,2,10.8218
pterosaur,3,10.5342
pterosaurs,3,10.5342
ptolemaic,2,10.8218
ptolemy,6,9.9746
pts,8,9.7233
pu,4,10.3111
pua,1,11.2273
pub,1,11.2273
puberty,1,11.2273
pubic,1,11.2273
pubis,1,11.2273
public,62,7.7784
publication,62,7.7784
publicist,1,11.2273
publicity,62,7.7784
publicly,7,9.8411
publish,110,7.2129
published,110,7.2129
publisher,110,7.2129
publishers,110,7.2129
publishing,110,7.2129
puccini,7,9.8411
puccinis,7,9.8411
puck,4,10.3111
puckett,1,11.2273
pucks,4,10.3111
pudding,3,10.5342
puddle,1,11.2273
puddleglum,4,10.3111
puddy,2,10.8218
puddys,2,10.8218
pudge,1,11.2273
puebla,1,11.2273
pueblo,2,10.8218
puente,14,9.2126
puentes,14,9.2126
puerperal,1,11.2273
puerto,34,8.3657
puff,4,10.3111
puffin,1,11.2273
puffs,4,10.3111
puft,1,11.2273
pug,2,10.8218
puggle,1,11.2273
pugilist,1,11.2273
pugmarks,1,11.2273
pugsley,2,10.8218
puiseux,1,11.2273
puissant,1,11.2273
pujols,1,11.2273
puke,1,11.2273
pula,2,10.8218
pulau,2,10.8218
puli,2,10.8218
pulicology,1,11.2273
pulitzer,38,8.2575
pull,34,8.3657
pulldown,1,11.2273
pulled,34,8.3657
puller,1,11.2273
pulleys,1,11.2273
pulling,34,8.3657
pullman,5,10.1288
pullmans,5,10.1288
pulls,34,8.3657
pulmonary,6,9.9746
pulog,1,11.2273
pulp,17,9.0304
pulsar,2,10.8218
pulsates,1,11.2273
pulse,4,10.3111
pulses,4,10.3111
pulverizing,1,11.2273
puma,3,10.5342
pumi,1,11.2273
pumice,1,11.2273
pumkin,1,11.2273
pump,11,9.4357
pumpernickel,1,11.2273
pumphreys,1,11.2273
pumping,11,9.4357
pumpkin,7,9.8411
pumpkins,7,9.8411
pumps,11,9.4357
pun,3,10.5342
puncak,1,11.2273
punch,11,9.4357
punched,11,9.4357
punches,11,9.4357
punctuation,1,11.2273
puncture,2,10.8218
pungent,2,10.8218
punic,5,10.1288
punishable,21,8.8298
punished,21,8.8298
punisher,21,8.8298
punishes,21,8.8298
punishing,21,8.8298
punishment,21,8.8298
punjab,2,10.8218
punjabi,1,11.2273
punk,37,8.2835
punkd,1,11.2273
punny,1,11.2273
puno,1,11.2273
puns,3,10.5342
punt,1,11.2273
punta,1,11.2273
puntland,2,10.8218
punxsutawney,1,11.2273
pup,7,9.8411
pupeye,1,11.2273
pupil,5,10.1288
pupils,5,10.1288
puppet,10,9.5227
puppets,10,9.5227
puppies,9,9.618
puppy,9,9.618
pups,7,9.8411
purchase,17,9.0304
purchased,17,9.0304
purchases,17,9.0304
purdue,6,9.9746
pure,15,9.1481
purebred,2,10.8218
purfi,1,11.2273
purgatory,1,11.2273
puri,1,11.2273
purification,2,10.8218
purim,1,11.2273
purina,2,10.8218
purinas,2,10.8218
puritan,1,11.2273
purity,3,10.5342
purkhiser,1,11.2273
purkinje,1,11.2273
purkyn,1,11.2273
purnululu,1,11.2273
purple,82,7.5031
purples,82,7.5031
purpose,29,8.5197
purposes,29,8.5197
purr,4,10.3111
purring,15,9.1481
purse,3,10.5342
pursue,11,9.4357
pursued,11,9.4357
pursuing,11,9.4357
pursuit,18,8.9763
pus,4,10.3111
push,13,9.2816
pushed,13,9.2816
pushes,13,9.2816
pushing,13,9.2816
pushka,1,11.2273
pushkins,1,11.2273
puss,7,9.8411
pusser,1,11.2273
pussy,5,10.1288
pussycat,6,9.9746
put,113,7.1863
putin,1,11.2273
putrid,1,11.2273
puts,113,7.1863
puttin,2,10.8218
putting,113,7.1863
putty,3,10.5342
puyis,1,11.2273
puzo,3,10.5342
puzzle,8,9.7233
puzzles,8,9.7233
pv117,1,11.2273
pv6,1,11.2273
pvp,1,11.2273
pvt,7,9.8411
pw117,1,11.2273
pwa,1,11.2273
pwi,2,10.8218
pyatnitskij,1,11.2273
pycnometer,1,11.2273
pygg,1,11.2273
pygidium,1,11.2273
pygmalion,3,10.5342
pygmies,3,10.5342
pygmy,3,10.5342
pyle,13,9.2816
pyncheon,1,11.2273
pyongyang,2,10.8218
pyotr,12,9.3557
pyramid,30,8.487
pyramids,30,8.487
pyrenees,2,10.8218
pyrokinesis,1,11.2273
pyrophobia,1,11.2273
pyrotechnic,1,11.2273
pyrrha,1,11.2273
pythagoras,3,10.5342
pythagorean,4,10.3111
pythias,1,11.2273
python,40,8.2076
pythons,40,8.2076
pytor,1,11.2273
pywackett,1,11.2273
q,7,9.8411
qa1,1,11.2273
qaddafi,1,11.2273
qaeda,6,9.9746
qahwat,1,11.2273
qantas,1,11.2273
qassaman,1,11.2273
qatar,5,10.1288
qatari,1,11.2273
qawasim,1,11.2273
qb,1,11.2273
qb3,1,11.2273
qd29,1,11.2273
qf1,1,11.2273
qh7,1,11.2273
qian,1,11.2273
qigong,1,11.2273
qin,4,10.3111
qing,1,11.2273
qipao,1,11.2273
qn2,1,11.2273
qp,1,11.2273
qr,1,11.2273
qruopsdgjcb,2,10.8218
qs,1,11.2273
qs3,1,11.2273
qt,3,10.5342
qtv,1,11.2273
quacks,1,11.2273
quad,1,11.2273
quadrant,1,11.2273
quadrilateral,3,10.5342
quadrilaterals,3,10.5342
quadrille,1,11.2273
quadrilogy,1,11.2273
quadriplegics,1,11.2273
quadruple,5,10.1288
quagmire,5,10.1288
quagmires,5,10.1288
quai,2,10.8218
quaid,4,10.3111
quaide,4,10.3111
quails,1,11.2273
quaker,3,10.5342
quakers,3,10.5342
qualifications,1,11.2273
qualified,11,9.4357
qualify,11,9.4357
qualities,12,9.3557
quality,12,9.3557
quals,12,9.3557
qualytemocrina,1,11.2273
quan,1,11.2273
quannah,1,11.2273
quant,1,11.2273
quantities,10,9.5227
quantity,10,9.5227
